road,id,model_type,name,lat,lon,length,condition,lrp,real_name
N1,1000295,link,link 217,23.1382219,91.3263049,579.0,A,LRP132,Km post missing
N1,1000296,bridge,bridge 72,23.1374163,91.3264716,4.5,B,LRP132a,FOKIR BAZAR SLAB CULVERT
N1,1000297,link,link 218,23.1295827,91.3284993,898.0,A,LRP133,Km post missing
N1,1000298,bridge,bridge 73,23.1290827,91.3287216,5.3,B,LRP133a,KAKKARA CULVERT
N1,1000299,link,link 219,23.1234993,91.3311382,675.0,A,LRP133b,Box culvert
N1,1000300,link,link 220,23.1213327,91.3320549,255.0,A,LRP134,Km post missing
N1,1000301,bridge,bridge 74,23.1193049,91.3329993,6.1,A,LRP134a,Chanara Box Culvert
N1,1000302,link,link 221,23.1191382,91.3330827,28.0,A,LRP135,"Ctg 127 km,Feni 16 km"
N1,1000303,link,link 222,23.1113611,91.3378052,1000.0,A,LRP136,Km post missing
N1,1000304,bridge,bridge 75,23.1108056,91.3381386,3.1,A,LRP136a,PODOYA BOX CULVERT
N1,1000305,link,link 223,23.1051111,91.3413608,720.0,A,LRP136b,Box culvert
N1,1000306,link,link 224,23.1035,91.3422497,205.0,A,LRP137,Km post missing
N1,1000307,bridge,bridge 76,23.1005833,91.3437774,3.5,A,LRP137a,UTTOR KAIEATI CULVERT
N1,1000308,bridge,bridge 77,23.0961941,91.3461108,14.2,B,LRP137b,KOKALI BOX CULVERT
N1,1000309,link,link 225,23.095583,91.3464441,82.0,A,LRP138,Km post missing
N1,1000310,bridge,bridge 78,23.0901108,91.3494163,6.1,B,LRP138a,DUTHOSHA BOX CULVERT
N1,1000311,link,link 226,23.0876108,91.3508889,312.0,A,LRP139,Km post missing
N1,1000312,link,link 227,23.0849719,91.3524722,345.0,A,LRP139a,Box culvertt
N1,1000313,link,link 228,23.0808049,91.3548611,527.0,A,LRP139b,Bridge start
N1,1000314,link,link 229,23.0806938,91.3549444,17.0,A,LRP139c,Bridge end
N1,1000315,link,link 230,23.0792493,91.3558333,193.0,A,LRP140,Ctg 122 km
N1,1000316,bridge,bridge 79,23.0732493,91.3594167,4.0,B,LRP140a,MOHAMMAD ALI MAZAR
N1,1000317,link,link 231,23.0712493,91.3599722,234.0,A,LRP141,Km post missing
N1,1000318,link,link 232,23.0688604,91.3607222,275.0,A,LRP141a,Start of Feni road Division / Start of Feni road Division
N1,1000319,link,link 233,23.0636944,91.3616389,611.0,A,LRP141b,Box Culvert
N1,1000320,link,link 234,23.0635278,91.3616389,18.0,A,LRP142,Ctg 103 km
N1,1000321,bridge,bridge 80,23.0614722,91.3616667,10.8,A,LRP142a,FATAPUR BOX CULVERT
N1,1000322,link,link 235,23.0538611,91.3637222,882.0,A,LRP143,Ctg 102 km
N1,1000323,bridge,bridge 81,23.0479441,91.3651389,1.6,A,LRP143a,DEBIPUR SLAB CULVERT
N1,1000324,link,link 236,23.0449719,91.3653611,521.0,A,LRP144,Ctg 101 km
N1,1000325,link,link 237,23.0427774,91.3654444,196.0,A,LRP144a,Box culvert
N1,1000326,link,link 238,23.0398052,91.3656111,336.0,A,LRP144b,Rail Road Crossing
N1,1000327,link,link 239,23.0360274,91.36575,468.0,A,LRP145,Km post missing
N1,1000328,bridge,bridge 82,23.029416,91.3656389,3.4,A,LRP145a,CHARIPUR CULVERT.
N1,1000329,link,link 240,23.0269716,91.3655,287.0,A,LRP146,"Ctg 99 km,Feni 3 km"
N1,1000330,link,link 241,23.0248327,91.3655278,240.0,A,LRP146a,Road to Biroli (Z1030)
N1,1000331,link,link 242,23.0193604,91.3697771,761.0,A,LRP147,"Ctg 98 km,Feni 2 km"
N1,1000332,link,link 243,23.0185271,91.3708327,151.0,A,LRP147a,Box culvert
N1,1000333,intersection,intersection 8,23.0140833,91.3759716,724.0,A,LRP147b,Box culvert
N1,1000334,intersection,intersection 9,23.0132778,91.3769438,125.0,A,LRP148,Km post missing
N1,1000335,bridge,bridge 83,23.0095556,91.3813604,1.5,A,LRP148a,RAMPUR BOX CULVERT
N1,1000336,link,link 244,23.0018889,91.3920552,1407.0,A,LRP150,Ctg 95 km
N1,1000337,link,link 245,22.9963886,91.3998052,1000.0,A,LRP151,Km post missing
N1,1000338,link,link 246,22.9961941,91.4005,85.0,A,LRP151a,Bridge start
N1,1000339,link,link 247,22.9960552,91.4006667,23.0,A,LRP151b,Bridge end
N1,1000340,link,link 248,22.9906941,91.4072222,917.0,A,LRP152,"Ctg 93 km,Lalpole 1 km"
N1,1000341,link,link 249,22.9877774,91.41,448.0,A,LRP152a,Road to Feni Town (Z1034)
N1,1000342,link,link 250,22.9858886,91.4120556,296.0,A,LRP152b,Road to Sonagazi (Z1034)
N1,1000343,link,link 251,22.9842219,91.4137222,256.0,A,LRP153,Ctg 91 km
N1,1000344,link,link 252,22.9774438,91.4205827,1051.0,A,LRP154,Ctg 91 km
N1,1000345,link,link 253,22.9711382,91.4273882,1000.0,A,LRP155,Km post missing
N1,1000346,link,link 254,22.9663333,91.4356108,1000.0,A,LRP156,Km post missing
N1,1000347,link,link 255,22.9624167,91.4416941,780.0,A,LRP156a,Bridge start
N1,1000348,link,link 256,22.9618056,91.4424997,109.0,A,LRP156b,Bridge end
N1,1000349,link,link 257,22.9611667,91.4433886,111.0,A,LRP157,Km post missing
N1,1000350,link,link 258,22.9561389,91.4517778,1043.0,A,LRP158,Ctg 87 km
N1,1000351,link,link 259,22.9514444,91.4600278,1000.0,A,LRP159,Km post missing
N1,1000352,link,link 260,22.9479997,91.4689993,1012.0,A,LRP160,"Ctg 85 km,Bairyahat 10 km"
N1,1000353,link,link 261,22.9483608,91.4761382,738.0,A,LRP160a,Road to Mounshirhat (Z1081)
N1,1000354,link,link 262,22.9484997,91.4786938,262.0,A,LRP161,Km post missing
N1,1000355,link,link 263,22.9497497,91.4883608,1008.0,A,LRP162,Ctg 83 km
N1,1000356,link,link 264,22.9497774,91.4980274,1000.0,A,LRP163,Km post missing
N1,1000357,link,link 265,22.9496663,91.5007778,288.0,A,LRP163a,Bridge start
N1,1000358,link,link 266,22.949583,91.5027778,211.0,A,LRP163b,Bridge end
N1,1000359,link,link 267,22.9482774,91.50725,509.0,A,LRP164,Ctg 81 kkm
N1,1000360,link,link 268,22.9439441,91.5108611,619.0,A,LRP164a,Road to Chhagalnaiya (Z1032)
N1,1000361,link,link 269,22.940833,91.5124444,381.0,A,LRP165,Km post missing
N1,1000362,link,link 270,22.9329716,91.5172216,1000.0,A,LRP166,Km post missing
N1,1000363,link,link 271,22.9248882,91.5213327,1000.0,A,LRP167,Km post missing
N1,1000364,link,link 272,22.9167216,91.5253882,1000.0,A,LRP168,Km post missing
N1,1000365,link,link 273,22.9156667,91.5259438,134.0,A,LRP168a,Bridge start
N1,1000366,link,link 274,22.9138056,91.5268604,228.0,A,LRP168b,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division
N1,1000367,link,link 275,22.9085833,91.5294993,638.0,A,LRP169,Km post missing
N1,1000368,bridge,bridge 84,22.9046667,91.5314438,3.0,A,LRP169a,BAROYARHAT BOX CULVERT
N1,1000369,link,link 276,22.9003333,91.5333608,536.0,A,LRP170,Km post missing
N1,1000370,link,link 277,22.8994441,91.5336108,83.0,A,LRP170a,End of Bituminous Pavment
N1,1000371,link,link 278,22.8939997,91.5346941,637.0,A,LRP170b,Road to Karerhat (R151)
N1,1000372,link,link 279,22.8929719,91.5350274,113.0,A,LRP170c,Start of Bituminious Pavement
N1,1000373,link,link 280,22.8921663,91.5353052,104.0,A,LRP170d,Box culvert
N1,1000374,link,link 281,22.8916386,91.5354719,63.0,A,LRP171,Km post missing
N1,1000375,link,link 282,22.8829993,91.5381663,1000.0,A,LRP172,Km post missing / Box culvert
N1,1000376,bridge,bridge 85,22.875166,91.5407219,2.0,A,LRP172b,MADDUM SONAPHAR-3
N1,1000377,link,link 283,22.8744438,91.5409719,85.0,A,LRP173,Km post missing
N1,1000378,bridge,bridge 86,22.8731382,91.5414441,1.5,A,LRP173a,MAMAFOUN ASTANA CULVERT
N1,1000379,bridge,bridge 87,22.868416,91.5431663,1.5,A,LRP173b,MAMAFAKIR ASTANA SLAB CULVERT
N1,1000380,link,link 284,22.8661111,91.5439997,282.0,A,LRP174,Km post missing
N1,1000381,bridge,bridge 88,22.86111772310757,91.54512584501992,8.5,A,LRP174a,MASTANNAGOR BONCUL(1)
N1,1000382,bridge,bridge 89,22.8595833,91.5454719,3.0,A,LRP174b,MUSTAU NOGAR(2)
N1,1000383,link,link 285,22.8575556,91.5456386,247.0,A,LRP175,Km post missing
N1,1000384,bridge,bridge 90,22.856,91.5457219,3.0,A,LRP175a,MUSTAN NAGAR -4
N1,1000385,bridge,bridge 91,22.8550556,91.545833,3.0,A,LRP175b,RAIPUR BOX CUL-1
N1,1000386,link,link 286,22.8486663,91.5463608,722.0,A,LRP176,Km post missing
N1,1000387,bridge,bridge 92,22.8485274,91.5463886,4.5,A,LRP176a,RAIPUR (2) BOX CULVERT
N1,1000388,bridge,bridge 93,22.8484441,91.5464163,12.4,C,LRP176b,PURPU DURGAPURE BOX CUL
N1,1000389,link,link 287,22.8452219,91.5475274,380.0,A,LRP176c,Box culvert
N1,1000390,link,link 288,22.8432497,91.5482219,240.0,A,LRP176d,Box culvert
N1,1000391,link,link 289,22.8401941,91.5490552,353.0,A,LRP177,Km post missing
N1,1000392,link,link 290,22.8372497,91.5492497,314.0,A,LRP177a,Pipe culvert
N1,1000393,link,link 291,22.8313882,91.5503611,686.0,A,LRP178,Km post missing
N1,1000394,link,link 292,22.8239438,91.5528333,872.0,A,LRP178a,Box culvert
N1,1000395,link,link 293,22.8228049,91.5531389,128.0,A,LRP179,Km post missing
N1,1000396,link,link 294,22.8141389,91.5555833,1000.0,A,LRP180,Km post missing
N1,1000397,link,link 295,22.8110556,91.5563889,340.0,A,LRP180a,Box culvert
N1,1000398,link,link 296,22.808,91.5579167,406.0,A,LRP180b,Box culvert
N1,1000399,link,link 297,22.8059722,91.5589167,252.0,A,LRP180c,Box culvert
N1,1000400,link,link 298,22.8059444,91.5589167,2.0,A,LRP181,Km post missing
N1,1000401,bridge,bridge 94,22.8045833,91.5591111,4.5,A,LRP181a,MIRSARAI BOX CUL
N1,1000402,link,link 299,22.7974719,91.5613611,845.0,A,LRP182,Km post missing
N1,1000403,bridge,bridge 95,22.7934163,91.5633333,23.2,B,LRP182a,MIRAISORI BRIDGE
N1,1000404,link,link 300,22.7896108,91.5654444,472.0,A,LRP182b,Box culvert
N1,1000405,link,link 301,22.7893608,91.5655833,35.0,A,LRP183,Km post missing
N1,1000406,link,link 302,22.7813327,91.5695271,994.0,A,LRP183a,Bridge start
N1,1000407,link,link 303,22.7812216,91.5695827,6.0,A,LRP184,Km post missing
N1,1000408,bridge,bridge 96,22.7811382,91.5696382,9.7,A,LRP184a,IANAINIPOL BOX CULVERT.
N1,1000409,link,link 304,22.7771104,91.5713327,486.0,A,LRP184b,Road to Narayanhat (Z1021)
N1,1000410,link,link 305,22.7732771,91.5733604,475.0,A,LRP184c,Box culvert
N1,1000411,link,link 306,22.7730271,91.5734716,24.0,A,LRP185,Km post missing
N1,1000412,bridge,bridge 97,22.7693604,91.5756104,4.0,A,LRP185a,BOKIMTOLA BOX CULVERT
N1,1000413,link,link 307,22.7661944,91.5779993,2.0,A,LRP185b,Box culvert
N1,1000414,link,link 308,22.7654722,91.5785549,529.0,A,LRP186,Km post missing
N1,1000415,bridge,bridge 98,22.7621944,91.5811382,12.9,A,LRP186a,VARTAKA BOX CULVERT
N1,1000416,link,link 309,22.7585278,91.5845274,547.0,A,LRP187,Km post missing
N1,1000417,bridge,bridge 99,22.7526389,91.5893608,3.0,A,LRP187a,VARTAGIA BOX CULVERT
N1,1000418,bridge,bridge 100,22.7525,91.5894719,8.1,B,LRP187b,BOTHAGIA (-3) BOX CULVERT
N1,1000419,link,link 310,22.7513333,91.5903608,157.0,A,LRP188,Km post missing
N1,1000420,link,link 311,22.7496386,91.5916386,232.0,A,LRP188a,Box culvert
N1,1000421,link,link 312,22.7435552,91.5949163,768.0,A,LRP189,Km post missing
N1,1000422,link,link 313,22.7433052,91.5950274,32.0,A,LRP189a,Box culvert
N1,1000423,link,link 314,22.7349997,91.5979441,968.0,A,LRP190,Km post missing
N1,1000424,bridge,bridge 101,22.7349163,91.5979719,3.0,A,LRP190a,NIAZAMPUR BOX CULVERT
N1,1000425,link,link 315,22.7263882,91.6007778,988.0,A,LRP191,Km post missing
N1,1000426,bridge,bridge 102,22.7221104,91.6030833,3.0,A,LRP191a,MIRJAPUR BOX CULVERT
N1,1000427,link,link 316,22.7185549,91.6053056,461.0,A,LRP192,Km post missing
N1,1000428,link,link 317,22.7165556,91.6065556,260.0,A,LRP192a,Box culvert
N1,1000429,link,link 318,22.716,91.6069167,75.0,A,LRP192b,Box culvert
N1,1000430,link,link 319,22.7143889,91.6079444,215.0,A,LRP193,"Ctg 52 km,Sitakhada 12 km"
N1,1000431,bridge,bridge 103,22.7124167,91.6090556,19.2,A,LRP193a,DUKHIN UTHPAR BOX CULVERT
N1,1000432,link,link 320,22.7076111,91.6118056,607.0,A,LRP193b,Box Culvert
N1,1000433,link,link 321,22.7065556,91.6123611,137.0,A,LRP194,Km post missing
N1,1000434,bridge,bridge 104,22.706,91.6126944,4.2,A,LRP194a,VANGGARPOL BOX CULVERT
N1,1000435,link,link 322,22.7033056,91.6142222,342.0,A,LRP194b,Box culvert
N1,1000436,link,link 323,22.7002222,91.6157778,381.0,A,LRP194c,Box culvert
N1,1000437,link,link 324,22.6984997,91.616666,220.0,A,LRP195,"Ctg 50 km,Sitakanda 10 km"
N1,1000438,bridge,bridge 105,22.6919719,91.6198604,3.2,A,LRP195a,BORO KAMALDA BOX CULVERT
N1,1000439,link,link 325,22.6904163,91.6205271,216.0,A,LRP196,Km post missing
N1,1000440,bridge,bridge 106,22.689583,91.6208327,6.0,A,LRP196a,TARAT BOX CULVERT
N1,1000441,link,link 326,22.685083,91.6228327,544.0,A,LRP196b,Box culvert
N1,1000442,link,link 327,22.6825549,91.6241938,317.0,A,LRP197,"Ctg 48 km,Sitakanda 8 km"
N1,1000443,bridge,bridge 107,22.6769438,91.6268327,3.0,A,LRP197a,Tarial Bazar Culvert
N1,1000444,bridge,bridge 108,22.6751382,91.6274438,3.0,A,LRP197b,MIRJA PUR (3) BOX CULVERT
N1,1000445,link,link 328,22.6743049,91.6277493,99.0,A,LRP198,Km post missing
N1,1000446,bridge,bridge 109,22.6733049,91.6280827,3.0,A,LRP198a,SATU DURUAR HAT BOX CULVERT
N1,1000447,link,link 329,22.6722493,91.6285271,131.0,A,LRP198b,Box culvert
N1,1000448,link,link 330,22.6678604,91.6301104,506.0,A,LRP198c,Box culvert
N1,1000449,link,link 331,22.6649167,91.6315549,370.0,A,LRP199,"Ctg 46 km,Sitakanda 6 km"
N1,1000450,bridge,bridge 110,22.6638333,91.6321382,3.1,A,LRP199a,RONA SORA CULVERT
N1,1000451,bridge,bridge 111,22.6596667,91.6347219,4.6,A,LRP199b,NUNA CHARA BOX CULVERT
N1,1000452,link,link 332,22.6571389,91.636333,322.0,A,LRP200,Km post missing
N1,1000453,link,link 333,22.6543889,91.6381386,357.0,A,LRP200a,Box culvert
N1,1000454,link,link 334,22.6527778,91.6391663,209.0,A,LRP200b,Box culvert
N1,1000455,link,link 335,22.6494997,91.640833,411.0,A,LRP201,"Ctg 44 km,Sitakanda 4 km"
N1,1000456,bridge,bridge 112,22.6489997,91.6411108,3.0,A,LRP201a,KACHAI PATH BOX CULVERT
N1,1000457,bridge,bridge 113,22.6452774,91.6430552,3.0,A,LRP201b,KACHAI POTTI BOX CULVERT
N1,1000458,link,link 336,22.641583,91.6451108,470.0,A,LRP202,Km post missing
N1,1000459,bridge,bridge 114,22.6338608,91.6494719,3.0,A,LRP202a,EGOL PUR BOX CULVERT
N1,1000460,link,link 337,22.6330827,91.649833,87.0,A,LRP203,"Ctg 42 km,Sitakanda 2 km"
N1,1000461,bridge,bridge 115,22.6320271,91.6503889,3.0,A,LRP203a,SITAKUNDA SLAB
N1,1000462,bridge,bridge 116,22.625916,91.6541389,3.0,A,LRP203b,MOHADAB PUR BOX CULVERT
N1,1000463,link,link 338,22.6252216,91.6545278,83.0,A,LRP204,Km post missing
N1,1000464,bridge,bridge 117,22.6234716,91.6553056,4.6,A,LRP204a,DULAHAJRA(R)
N1,1000465,link,link 339,22.6206938,91.6563611,333.0,A,LRP204b,Box culvert
N1,1000466,link,link 340,22.6194993,91.6568889,163.0,A,LRP204c,Bridge start
N1,1000467,link,link 341,22.6180271,91.6578333,20.0,A,LRP204d,Bridge end / Box culvert
N1,1000468,link,link 342,22.6175271,91.65825,253.0,A,LRP204f,Box culvert
N1,1000469,link,link 343,22.6169716,91.65875,91.0,A,LRP205,"Ctg 40 km,Sitakanda 0 km"
N1,1000470,bridge,bridge 118,22.6168604,91.6588611,3.0,A,LRP205a,MADICAL MORE CULVERT
N1,1000471,link,link 344,22.6123889,91.6622222,612.0,A,LRP205b,Box culvert
N1,1000472,link,link 345,22.6094444,91.6638333,372.0,A,LRP206,Km post missing
N1,1000473,bridge,bridge 119,22.6088889,91.6641111,2.95,A,LRP206a,DOKHIN MOHADEB PUR BOX CULVERT
N1,1000474,link,link 346,22.6015833,91.6688327,952.0,A,LRP207,Ctg 38 km
N1,1000475,bridge,bridge 120,22.601,91.6692771,4.5,A,LRP207a,HATILOTA BOX CULVERT
N1,1000476,link,link 347,22.6000556,91.6699438,115.0,A,LRP207b,Box culvert
N1,1000477,link,link 348,22.5994441,91.6703049,49.0,A,LRP207c,Box culvert
N1,1000478,link,link 349,22.5942219,91.6737771,681.0,A,LRP207d,Box culvert
N1,1000479,link,link 350,22.5939997,91.6738327,25.0,A,LRP208,Km post missing
N1,1000480,bridge,bridge 121,22.5907497,91.6754716,22.25,C,LRP208a,BAROCONDO BRIDGE
N1,1000481,link,link 351,22.584583,91.6780827,757.0,A,LRP209,Info.Missing
N1,1000482,bridge,bridge 122,22.5836663,91.6784716,10.2,A,LRP209a,BARO-CUNDHOW BOX CULVERT
N1,1000483,link,link 352,22.5834997,91.6785827,26.0,A,LRP209b,Bridge end
N1,1000484,link,link 353,22.580666,91.6799438,343.0,A,LRP209c,Road to Katirhat (Z1087)
N1,1000485,link,link 354,22.5779438,91.6811382,331.0,A,LRP209d,Box culvert
N1,1000486,link,link 355,22.5763604,91.6818049,183.0,A,LRP210,Km post missing
N1,1000487,bridge,bridge 123,22.5731938,91.6830827,3.0,A,LRP210a,PHPMORE BON CULVERT
N1,1000488,bridge,bridge 124,22.5730549,91.6831938,8.2,A,LRP210b,CHARA KANDI BOX CULVERT
N1,1000489,link,link 356,22.5679716,91.6846941,605.0,A,LRP211,Km post missing
N1,1000490,bridge,bridge 125,22.5664722,91.6851663,4.1,A,LRP211a,OHIDPUR BOX CULVERT
N1,1000491,link,link 357,22.5641389,91.6859163,275.0,A,LRP211b,Bridge start
N1,1000492,link,link 358,22.564,91.6859441,14.0,A,LRP211c,Bridge end
N1,1000493,link,link 359,22.5624722,91.6863608,217.0,A,LRP211d,Box culvert
N1,1000494,link,link 360,22.5594444,91.6872219,316.0,A,LRP212,Km post missing
N1,1000495,link,link 361,22.5514167,91.6896941,939.0,A,LRP213,Ctg 32 km
N1,1000496,bridge,bridge 126,22.5503056,91.6902774,3.0,A,LRP213a,SOUTH BALSH KHALI BOX CULVERT
N1,1000497,bridge,bridge 127,22.5501667,91.6903886,5.2,A,LRP213b,DOKHIN BASH-KHALI BOX CULVERT
N1,1000498,link,link 362,22.5438886,91.6945274,825.0,A,LRP214,Km post missing
N1,1000499,bridge,bridge 128,22.5428608,91.6950274,8.2,A,LRP214a,SOTTANA MONDIR CULVERT
N1,1000500,link,link 363,22.5354997,91.6979441,882.0,A,LRP215,Ctg 30 km
N1,1000501,bridge,bridge 129,22.5347774,91.698333,3.0,A,LRP215a,GULAM JUTE MILE BOX CULVERT
N1,1000502,link,link 364,22.5273049,91.7019444,910.0,A,LRP216,Km post missing
N1,1000503,link,link 365,22.519416,91.7053611,957.0,A,LRP216a,Bridge start
N1,1000504,link,link 366,22.519265407228914,91.70540328072288,18.0,A,LRP216b,Bridge end
N1,1000505,link,link 367,22.5187216,91.7055556,65.0,A,LRP217,Ctg 28 km
N1,1000506,bridge,bridge 130,22.5165556,91.7065833,27.0,C,LRP217a,BORO KUMIRA BRIDGE
N1,1000507,link,link 368,22.5161667,91.70675,45.0,A,LRP217b,Bridge end
N1,1000508,link,link 369,22.5147222,91.7074444,182.0,A,LRP217c,Box culvert
N1,1000509,link,link 370,22.5131389,91.7080833,194.0,A,LRP217d,Bridge start
N1,1000510,link,link 371,22.5127778,91.7082222,41.0,A,LRP217e,Bridge end
N1,1000511,link,link 372,22.5106111,91.7090833,262.0,A,LRP218,Km post missing
N1,1000512,bridge,bridge 131,22.5094444,91.7096389,4.5,A,LRP218a,ROYL CIMINT GATE CULVETRT
N1,1000513,bridge,bridge 132,22.5093611,91.7096944,17.6,A,LRP218b,GORA MARA RCC GIRDER BRIDGE
N1,1000514,link,link 373,22.5074444,91.7105556,239.0,A,LRP218c,Bridge start
N1,1000515,link,link 374,22.5073056,91.7106389,18.0,A,LRP218d,Bridge end
N1,1000516,link,link 375,22.503,91.7128056,530.0,A,LRP218e,Box culvert
N1,1000517,link,link 376,22.5025556,91.7130556,57.0,A,LRP219,Km post missing
N1,1000518,bridge,bridge 133,22.4969163,91.7155556,3.0,B,LRP219a,GORA MARI BOX CULVERT
N1,1000519,link,link 377,22.4968052,91.7156389,19.0,A,LRP219b,Bridge end
N1,1000520,link,link 378,22.494583,91.7170827,296.0,A,LRP220,Km post missing
N1,1000521,bridge,bridge 134,22.4869441,91.7192771,4.5,A,LRP220a,BARAOWLLA BOX CULVERT
N1,1000522,link,link 379,22.4854163,91.7195549,174.0,A,LRP221,Ctg 24 km
N1,1000523,bridge,bridge 135,22.48280706570156,91.72005100244988,6.0,A,LRP221a,HATIBORI BOX CULVERT
N1,1000524,link,link 380,22.4775271,91.7210549,601.0,A,LRP221b,Bridge start
N1,1000525,link,link 381,22.4773049,91.7211104,25.0,A,LRP221c,Bridge end
N1,1000526,link,link 382,22.4765271,91.7213327,89.0,A,LRP222,Info.Missing
N1,1000527,link,link 383,22.4694438,91.7250549,883.0,A,LRP222a,Box culvert
N1,1000528,link,link 384,22.468416,91.7255827,136.0,A,LRP223,Ctg 22 km
N1,1000529,link,link 385,22.4603056,91.7295827,1000.0,A,LRP224,Km post missing
N1,1000530,bridge,bridge 136,22.4588333,91.7303604,3.0,A,LRP224a,KODOM RASUL BOX CULVERT
N1,1000531,link,link 386,22.4586389,91.7304716,26.0,A,LRP224b,Bridge end
N1,1000532,link,link 387,22.45182350044248,91.7331283022124,808.0,A,LRP225,Info.Missing
N1,1000533,link,link 388,22.4433886,91.7364163,1000.0,A,LRP226,Km post missing
N1,1000534,bridge,bridge 137,22.4424997,91.7366663,3.0,A,LRP226a,HASNA BAD BOX CULVERT
N1,1000535,bridge,bridge 138,22.4422219,91.7367497,40.0,A,LRP226b,VATERIE BRIDGE
N1,1000536,link,link 389,22.4349719,91.7396941,925.0,A,LRP227,Km post missing
N1,1000537,link,link 390,22.4333049,91.7403608,137.0,A,LRP227a,Box culvert
N1,1000538,link,link 391,22.4307493,91.7415274,311.0,A,LRP227b,Bridge start
N1,1000539,link,link 392,22.4304438,91.7417219,43.0,A,LRP227c,Bridge end
N1,1000540,link,link 393,22.4269716,91.7439997,449.0,A,LRP228,Km post missing
N1,1000541,link,link 394,22.4198882,91.7497774,1000.0,A,LRP229,Km post missing
N1,1000542,link,link 395,22.4185549,91.7504722,165.0,A,LRP229a,Bridge start
N1,1000543,link,link 396,22.4182771,91.7506667,38.0,A,LRP229b,Bridge end
N1,1000544,link,link 397,22.4119167,91.7543611,797.0,A,LRP230,Km post missing
N1,1000545,bridge,bridge 139,22.4101111,91.7544444,5.0,A,LRP230a,VATIARI CULVERT
N1,1000546,link,link 398,22.4084167,91.7551389,206.0,A,LRP230b,Box culvert
N1,1000547,link,link 399,22.40839921010101,91.75514357643098,2.0,A,LRP230c,Start of Bituminous Pavement
N1,1000548,link,link 400,22.4032222,91.7565278,592.0,A,LRP231,Km post missing
N1,1000549,bridge,bridge 140,22.3996108,91.7573333,3.0,A,LRP231a,T. B HOSPITAL GATE BOX CULVERT
N1,1000550,bridge,bridge 141,22.3988608,91.7576667,18.0,A,LRP231b,GAMMON BRIDGE
N1,1000551,link,link 401,22.3988052,91.7576667,7.0,A,LRP231c,Bridge end
N1,1000552,link,link 402,22.3944997,91.7586944,489.0,A,LRP232,Km post missing
N1,1000553,bridge,bridge 142,22.3937774,91.7588056,3.0,A,LRP232a,PAKKA MATA BOX CULVERT
